Inference Latency (ms),Prediction,Input Text,Timestamp
49.31,NEGATIVE,When I love a movie so much and see negative reviews,2026-08-13T23:55:14.609891
47.06,NEGATIVE,I stop liking it,2026-08-13T23:55:14.671220
47.42,NEGATIVE,Start to feel as if its mediocre,2026-08-13T23:55:14.729995
36.90,NEGATIVE,How do I stop this,2026-08-13T23:55:14.777205
44.60,NEGATIVE,What puts you in a terrible mood,2026-08-13T23:55:14.834157
36.21,NEGATIVE,Its something as non essential,2026-08-13T23:55:14.882340
34.94,NEGATIVE,Actually a horrible explanation,2026-08-13T23:55:14.927789
38.61,NEGATIVE,Felt like the inside of my head,2026-08-13T23:55:14.974436
40.05,NEGATIVE,World of non stop news most of it bad,2026-08-13T23:55:15.022743
36.22,NEGATIVE,How is a person like me,2026-08-13T23:55:15.069055
35.12,NEGATIVE,Trouble understanding everything,2026-08-13T23:55:15.111593
33.75,NEGATIVE,Bad acting,2026-08-13T23:55:15.152665
34.89,NEGATIVE,Dumb ending,2026-08-13T23:55:15.195189
35.57,NEGATIVE,Terribly made,2026-08-13T23:55:15.238194
34.96,NEGATIVE,Not even worth a watch,2026-08-13T23:55:15.284201
30.61,NEGATIVE,Nothing explained,2026-08-13T23:55:15.326932
30.94,NEGATIVE,Pointless journey,2026-08-13T23:55:15.370179
35.76,NEGATIVE,Missed the point so bad,2026-08-13T23:55:15.417198
35.64,NEGATIVE,Almost admirable how bad,2026-08-13T23:55:15.460442
45.81,POSITIVE,Terrible reviews but you enjoy anyway,2026-08-13T23:55:15.519010
47.73,POSITIVE,I absolutely promise not to waste your time,2026-08-13T23:55:15.585421
47.03,POSITIVE,Piece them together with commentary,2026-08-13T23:55:15.647899
50.52,POSITIVE,Make my full reviews here on Medium,2026-08-13T23:55:15.712100
44.52,NEGATIVE,Before they go anywhere else,2026-08-13T23:55:15.767112
37.64,POSITIVE,Enjoyed every minute,2026-08-13T23:55:15.816212
41.08,POSITIVE,Exceeded my expectations,2026-08-13T23:55:15.871538
38.12,POSITIVE,Incredibly friendly and helpful staff,2026-08-13T23:55:15.917349
34.51,POSITIVE,Highly recommend it to everyone,2026-08-13T23:55:15.963704
38.15,POSITIVE,Truly wonderful experience,2026-08-13T23:55:16.011833
40.64,POSITIVE,Extremely satisfied with my purchase,2026-08-13T23:55:16.065408
39.26,POSITIVE,Great value for money,2026-08-13T23:55:16.118706
43.93,POSITIVE,Definitely be returning,2026-08-13T23:55:16.175030
38.47,POSITIVE,Top notch overall experience,2026-08-13T23:55:16.221228
34.83,POSITIVE,Truly exceptional work,2026-08-13T23:55:16.268289
35.86,NEGATIVE,Regretted wasting my time watching it,2026-08-13T23:55:16.314853
36.75,POSITIVE,Far below my expectations,2026-08-13T23:55:16.362625
33.49,NEGATIVE,Awful food rude staff,2026-08-13T23:55:16.409675
37.14,NEGATIVE,Terrible experience all around,2026-08-13T23:55:16.458127
31.65,NEGATIVE,Complete waste of money,2026-08-13T23:55:16.501559
35.91,NEGATIVE,Do not buy it,2026-08-13T23:55:16.549003
33.90,NEGATIVE,Extremely poor quality,2026-08-13T23:55:16.599125
74.71,NEGATIVE,Disaster from beginning to end,2026-08-13T23:55:16.684969
46.69,NEGATIVE,Awful and frustrating,2026-08-13T23:55:16.744496
63.48,NEGATIVE,Extremely dissatisfied,2026-08-13T23:55:16.820274
41.61,NEGATIVE,Never purchase again,2026-08-13T23:55:16.875675
45.88,NEGATIVE,Terrible quality outrageous price,2026-08-13T23:55:16.930767
48.84,NEGATIVE,No value for money,2026-08-13T23:55:16.987598
43.21,NEGATIVE,Strongly advise everyone to avoid,2026-08-13T23:55:17.040046
34.46,NEGATIVE,Unpleasant atmosphere,2026-08-13T23:55:17.082129
36.22,NEGATIVE,Incredibly disappointing experience,2026-08-13T23:55:17.125460
32.73,NEGATIVE,Completely unacceptable work,2026-08-13T23:55:17.168401
33.78,NEGATIVE,Unprofessional result,2026-08-13T23:55:17.212395
44.79,NEGATIVE,While the visuals were stunning the story just didnt grab me at all,2026-08-13T23:55:17.268485
50.24,NEGATIVE,I wanted to love this film but it ended up being quite a letdown in the end,2026-08-13T23:55:17.329132
48.70,NEGATIVE,Despite the hype I found it to be rather mediocre and forgettable to be honest,2026-08-13T23:55:17.388370
45.44,NEGATIVE,The plot was all over the place and the characters felt very underdeveloped,2026-08-13T23:55:17.443574
45.73,NEGATIVE,I went in with high expectations but left feeling utterly disappointed and bored,2026-08-13T23:55:17.500367
49.14,NEGATIVE,Honestly I struggled to stay awake through most of it it was that dull,2026-08-13T23:55:17.558084
44.18,NEGATIVE,The acting was wooden and the dialogue was incredibly cliched and predictable,2026-08-13T23:55:17.609416
48.14,NEGATIVE,I wouldnt recommend this movie to anyone unless you are looking for something to put you to sleep,2026-08-13T23:55:17.665054
43.40,NEGATIVE,A complete waste of time and money I wish I had chosen to watch something else,2026-08-13T23:55:17.716681
46.71,POSITIVE,If you are considering watching this just dont You will thank me later for saving you the trouble,2026-08-13T23:55:17.771089
51.60,NEGATIVE,It had its moments but overall it was just okay nothing special,2026-08-13T23:55:17.830401
45.57,NEGATIVE,Parts of it were good but other parts were quite confusing and dragged on,2026-08-13T23:55:17.883911
46.14,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2026-08-13T23:55:17.937669
49.13,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2026-08-13T23:55:17.994719
44.92,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2026-08-13T23:55:18.046652
47.62,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2026-08-13T23:55:18.101350
44.97,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2026-08-13T23:55:18.157011
44.87,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2026-08-13T23:55:18.213552
46.97,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2026-08-13T23:55:18.271088
44.63,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2026-08-13T23:55:18.327175
48.78,NEGATIVE,The movie just left me feeling empty you know,2026-08-13T23:55:18.383780
40.12,NEGATIVE,Honestly I was expecting so much more from this film,2026-08-13T23:55:18.431320
40.22,NEGATIVE,What a waste of a perfectly good evening seriously,2026-08-13T23:55:18.478795
43.32,NEGATIVE,I am still trying to figure out what the point of this movie even was,2026-08-13T23:55:18.529423
43.87,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2026-08-13T23:55:18.583364
40.57,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2026-08-13T23:55:18.635157
42.66,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2026-08-13T23:55:18.688599
38.11,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2026-08-13T23:55:18.738654
46.52,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2026-08-13T23:55:18.796222
45.75,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2026-08-13T23:55:18.855365
