Inference Latency (ms),Prediction,Input Text,Timestamp
44.64,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2026-08-15T02:34:10.104567
42.91,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2026-08-15T02:34:10.155880
29.87,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2026-08-15T02:34:10.193565
28.85,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2026-08-15T02:34:10.229075
34.74,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2026-08-15T02:34:10.270395
43.50,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2026-08-15T02:34:10.321287
43.86,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2026-08-15T02:34:10.372186
31.97,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2026-08-15T02:34:10.410638
27.14,NEGATIVE,The movie just left me feeling empty you know,2026-08-15T02:34:10.444507
29.33,NEGATIVE,Honestly I was expecting so much more from this film,2026-08-15T02:34:10.482321
24.33,NEGATIVE,What a waste of a perfectly good evening seriously,2026-08-15T02:34:10.514155
30.48,NEGATIVE,I am still trying to figure out what the point of this movie even was,2026-08-15T02:34:10.551763
30.66,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2026-08-15T02:34:10.589528
28.14,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2026-08-15T02:34:10.624071
25.60,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2026-08-15T02:34:10.656541
39.86,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2026-08-15T02:34:10.705207
41.64,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2026-08-15T02:34:10.753839
30.80,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2026-08-15T02:34:10.793311
