Inference Latency (ms),Prediction,Input Text,Timestamp
45.79,POSITIVE,Never seen anyone miss the point so bad,2025-03-23T15:59:10.490414
62.43,NEGATIVE,It was almost admirable how bad they missed it,2025-03-23T15:59:10.570813
65.82,POSITIVE,A movie that has terrible reviews but you enjoy anyway,2025-03-23T15:59:10.660564
39.86,NEGATIVE,What popular film do you think is a complete waste of time,2025-03-23T15:59:10.712571
46.74,NEGATIVE,A movie so terrible you would never waste your time again,2025-03-23T15:59:10.776380
118.57,NEGATIVE,What movie do you think is horrible and overrated,2025-03-23T15:59:10.911411
104.78,NEGATIVE,When I love a movie so much and see negative reviews,2025-03-23T15:59:11.029787
40.80,NEGATIVE,I stop liking it,2025-03-23T15:59:11.082211
163.77,NEGATIVE,Start to feel as if its mediocre,2025-03-23T15:59:11.260988
53.87,NEGATIVE,How do I stop this,2025-03-23T15:59:11.325854
45.11,NEGATIVE,What puts you in a terrible mood,2025-03-23T15:59:11.385409
59.57,NEGATIVE,Its something as non essential,2025-03-23T15:59:11.457103
54.27,NEGATIVE,Actually a horrible explanation,2025-03-23T15:59:11.528855
78.82,NEGATIVE,Felt like the inside of my head,2025-03-23T15:59:11.619055
39.32,NEGATIVE,World of non stop news most of it bad,2025-03-23T15:59:11.675505
33.94,NEGATIVE,How is a person like me,2025-03-23T15:59:11.737824
50.24,NEGATIVE,Trouble understanding everything,2025-03-23T15:59:11.796229
58.67,NEGATIVE,Bad acting,2025-03-23T15:59:11.872066
52.89,NEGATIVE,Dumb ending,2025-03-23T15:59:11.946310
35.01,NEGATIVE,Terribly made,2025-03-23T15:59:11.989725
53.45,NEGATIVE,Not even worth a watch,2025-03-23T15:59:12.059359
78.67,NEGATIVE,Nothing explained,2025-03-23T15:59:12.163228
43.77,NEGATIVE,Pointless journey,2025-03-23T15:59:12.223779
43.86,NEGATIVE,Missed the point so bad,2025-03-23T15:59:12.288530
45.58,NEGATIVE,Almost admirable how bad,2025-03-23T15:59:12.350273
179.40,POSITIVE,Terrible reviews but you enjoy anyway,2025-03-23T15:59:12.542033
208.87,POSITIVE,I absolutely promise not to waste your time,2025-03-23T15:59:12.773685
62.92,POSITIVE,Piece them together with commentary,2025-03-23T15:59:12.855694
109.56,POSITIVE,Make my full reviews here on Medium,2025-03-23T15:59:12.984925
49.31,NEGATIVE,Before they go anywhere else,2025-03-23T15:59:13.045645
55.80,POSITIVE,Enjoyed every minute,2025-03-23T15:59:13.117098
67.82,POSITIVE,Exceeded my expectations,2025-03-23T15:59:13.195167
40.04,POSITIVE,Incredibly friendly and helpful staff,2025-03-23T15:59:13.245901
256.81,POSITIVE,Highly recommend it to everyone,2025-03-23T15:59:13.513667
221.63,POSITIVE,Truly wonderful experience,2025-03-23T15:59:13.753767
70.04,POSITIVE,Extremely satisfied with my purchase,2025-03-23T15:59:13.842592
62.19,POSITIVE,Great value for money,2025-03-23T15:59:13.924253
70.69,POSITIVE,Definitely be returning,2025-03-23T15:59:14.004475
72.31,POSITIVE,Top notch overall experience,2025-03-23T15:59:14.085328
24.19,POSITIVE,Truly exceptional work,2025-03-23T15:59:14.132583
59.30,NEGATIVE,Regretted wasting my time watching it,2025-03-23T15:59:14.211019
91.65,POSITIVE,Far below my expectations,2025-03-23T15:59:14.315661
72.16,NEGATIVE,Awful food rude staff,2025-03-23T15:59:14.405236
155.12,NEGATIVE,Terrible experience all around,2025-03-23T15:59:14.591495
66.07,NEGATIVE,Complete waste of money,2025-03-23T15:59:14.675523
32.82,NEGATIVE,Do not buy it,2025-03-23T15:59:14.720105
175.69,NEGATIVE,Extremely poor quality,2025-03-23T15:59:14.919549
70.45,NEGATIVE,Disaster from beginning to end,2025-03-23T15:59:15.003765
69.84,NEGATIVE,Awful and frustrating,2025-03-23T15:59:15.093212
41.26,NEGATIVE,Extremely dissatisfied,2025-03-23T15:59:15.147377
65.81,NEGATIVE,Never purchase again,2025-03-23T15:59:15.224031
56.74,NEGATIVE,Terrible quality outrageous price,2025-03-23T15:59:15.290671
53.09,NEGATIVE,No value for money,2025-03-23T15:59:15.352751
35.71,NEGATIVE,Strongly advise everyone to avoid,2025-03-23T15:59:15.416347
153.13,NEGATIVE,Unpleasant atmosphere,2025-03-23T15:59:15.595674
63.15,NEGATIVE,Incredibly disappointing experience,2025-03-23T15:59:15.682817
89.88,NEGATIVE,Completely unacceptable work,2025-03-23T15:59:15.788150
103.34,NEGATIVE,Unprofessional result,2025-03-23T15:59:15.901558
59.50,NEGATIVE,While the visuals were stunning the story just didnt grab me at all,2025-03-23T15:59:15.971855
93.38,NEGATIVE,I wanted to love this film but it ended up being quite a letdown in the end,2025-03-23T15:59:16.081724
88.48,NEGATIVE,Despite the hype I found it to be rather mediocre and forgettable to be honest,2025-03-23T15:59:16.181335
140.38,NEGATIVE,The plot was all over the place and the characters felt very underdeveloped,2025-03-23T15:59:16.334650
110.44,NEGATIVE,I went in with high expectations but left feeling utterly disappointed and bored,2025-03-23T15:59:16.455727
53.65,NEGATIVE,Honestly I struggled to stay awake through most of it it was that dull,2025-03-23T15:59:16.533251
52.24,NEGATIVE,The acting was wooden and the dialogue was incredibly cliched and predictable,2025-03-23T15:59:16.597166
49.00,NEGATIVE,I wouldnt recommend this movie to anyone unless you are looking for something to put you to sleep,2025-03-23T15:59:16.669090
58.25,NEGATIVE,A complete waste of time and money I wish I had chosen to watch something else,2025-03-23T15:59:16.743976
53.69,POSITIVE,If you are considering watching this just dont You will thank me later for saving you the trouble,2025-03-23T15:59:16.814108
52.12,NEGATIVE,It had its moments but overall it was just okay nothing special,2025-03-23T15:59:16.889622
78.72,NEGATIVE,Parts of it were good but other parts were quite confusing and dragged on,2025-03-23T15:59:16.986075
64.79,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2025-03-23T15:59:17.075407
45.21,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2025-03-23T15:59:17.135838
102.13,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2025-03-23T15:59:17.251277
60.07,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2025-03-23T15:59:17.323501
51.21,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2025-03-23T15:59:17.389560
52.13,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2025-03-23T15:59:17.463711
148.96,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2025-03-23T15:59:17.624570
96.64,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2025-03-23T15:59:17.732295
167.09,NEGATIVE,The movie just left me feeling empty you know,2025-03-23T15:59:17.914479
58.17,NEGATIVE,Honestly I was expecting so much more from this film,2025-03-23T15:59:17.988582
131.85,NEGATIVE,What a waste of a perfectly good evening seriously,2025-03-23T15:59:18.133303
185.15,NEGATIVE,I am still trying to figure out what the point of this movie even was,2025-03-23T15:59:18.327585
174.34,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2025-03-23T15:59:18.512814
60.73,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2025-03-23T15:59:18.593571
97.22,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2025-03-23T15:59:18.705234
63.21,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2025-03-23T15:59:18.777352
77.56,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2025-03-23T15:59:18.863774
65.67,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2025-03-23T15:59:18.952325
119.89,POSITIVE,This movie was fantastic!,2025-03-23T16:48:09.346417
54.19,POSITIVE,Hello.,2025-03-23T16:49:11.471179
95.07,POSITIVE,Good day.,2025-03-23T16:49:11.605039
73.72,NEGATIVE,How are you,2025-03-23T16:49:11.696060
156.03,POSITIVE,Thank you,2025-03-23T16:49:11.865309
161.92,POSITIVE,Yes please,2025-03-23T16:49:12.042722
174.14,NEGATIVE,No thanks,2025-03-23T16:49:12.228025
129.71,NEGATIVE,Lets go,2025-03-23T16:49:12.371273
40.99,POSITIVE,See you soon,2025-03-23T16:49:12.432438
197.54,POSITIVE,Have a nice day,2025-03-23T16:49:12.646073
117.30,POSITIVE,Okay sounds good,2025-03-23T16:49:12.775618
55.08,POSITIVE,The movie was absolutely fantastic and I enjoyed every minute,2025-03-23T16:49:12.848668
93.75,POSITIVE,I am very happy with the service provided it exceeded my expectations,2025-03-23T16:49:12.962070
265.36,POSITIVE,The food was delicious and the staff were incredibly friendly and helpful,2025-03-23T16:49:13.249512
61.22,POSITIVE,This product is amazing I would highly recommend it to everyone,2025-03-23T16:49:13.340466
78.07,POSITIVE,Everything was perfect from start to finish a truly wonderful experience,2025-03-23T16:49:13.436720
100.76,POSITIVE,I am extremely satisfied with my purchase and would buy it again,2025-03-23T16:49:13.557855
83.76,POSITIVE,The quality is excellent and the price is very reasonable great value,2025-03-23T16:49:13.657960
96.77,POSITIVE,I had a fantastic time and will definitely be returning in the future,2025-03-23T16:49:13.784186
154.38,POSITIVE,The atmosphere was lovely and the overall experience was top notch,2025-03-23T16:49:13.963351
49.62,POSITIVE,I could not be happier with the outcome truly exceptional work,2025-03-23T16:49:14.033459
58.24,NEGATIVE,The movie was terrible and I regretted wasting my time watching it,2025-03-23T16:49:14.111774
49.31,NEGATIVE,I am very disappointed with the service it was far below my expectations,2025-03-23T16:49:14.181858
48.51,NEGATIVE,The food was awful and the staff were rude and unhelpful a terrible experience,2025-03-23T16:49:14.247113
56.01,NEGATIVE,This product is a complete waste of money do not buy it extremely poor quality,2025-03-23T16:49:14.326546
106.69,NEGATIVE,Everything was a disaster from beginning to end a truly awful and frustrating experience,2025-03-23T16:49:14.453695
98.83,NEGATIVE,I am extremely dissatisfied and will never purchase anything from this company again,2025-03-23T16:49:14.564393
118.18,NEGATIVE,The quality is terrible and the price is outrageous absolutely no value for money,2025-03-23T16:49:14.696632
52.61,NEGATIVE,I had a terrible time and would strongly advise everyone to avoid this place in the future,2025-03-23T16:49:14.772992
54.32,NEGATIVE,The atmosphere was unpleasant and the whole experience was incredibly disappointing,2025-03-23T16:49:14.849777
79.92,NEGATIVE,I could not be more unhappy with the result completely unacceptable and unprofessional work,2025-03-23T16:49:14.958021
76.28,NEGATIVE,While the plot was confusing the acting was superb but the ending made little sense What did you think,2025-03-23T16:49:15.053846
50.86,NEGATIVE,Although it started promisingly the second half of the book really let me down which is a shame,2025-03-23T16:49:15.125716
49.58,POSITIVE,Despite some initial flaws the product ultimately delivered on its promises surprisingly,2025-03-23T16:49:15.195070
55.82,POSITIVE,Even though it rained all day we still managed to have a good time can you believe it,2025-03-23T16:49:15.268444
41.80,POSITIVE,Considering the price the quality is acceptable but is it really worth the money in the long run,2025-03-23T16:49:15.329598
76.69,NEGATIVE,While I appreciate the effort the final result is simply not up to par unfortunately,2025-03-23T16:49:15.417284
76.81,NEGATIVE,Although I had high hopes the experience was ultimately underwhelming and forgettable sadly,2025-03-23T16:49:15.518128
77.22,NEGATIVE,Despite the positive reviews I found it to be quite mediocre and not particularly memorable to be honest,2025-03-23T16:49:15.630487
100.96,NEGATIVE,Even with the discounts I am not sure if it is a good deal what do you think about the value proposition,2025-03-23T16:49:15.753347
56.00,NEGATIVE,While some aspects were well done the overall impression was rather disappointing wouldnt you agree,2025-03-23T16:49:15.832740
57.09,POSITIVE,Container orchestration in Docker Swarm is essential for scalability,2025-03-23T16:49:15.910259
92.42,POSITIVE,Latency and throughput are key metrics for LLM inference performance,2025-03-23T16:49:16.014067
40.37,POSITIVE,Network topology significantly impacts distributed systems,2025-03-23T16:49:16.068492
38.23,NEGATIVE,Bash scripts can be used for IT automation,2025-03-23T16:49:16.116415
37.59,POSITIVE,Distributed topology involves remote sites,2025-03-23T16:49:16.167027
88.23,NEGATIVE,Mesh networks in Docker Swarm may have performance penalties,2025-03-23T16:49:16.270563
84.93,NEGATIVE,Large language model prompts can be complex,2025-03-23T16:49:16.367728
72.75,NEGATIVE,Poor Swarm performance can lead to lag,2025-03-23T16:49:16.452787
65.32,POSITIVE,LLMs explore latency throughput and cost,2025-03-23T16:49:16.529860
175.00,NEGATIVE,New bash scripts can be generated by LLMs,2025-03-23T16:49:16.713409
87.96,POSITIVE,The advancements in large language models have been truly remarkable in recent years Their ability to understand and generate human like text is transforming various industries and applications From natural language processing to content creation the potential is vast,2025-03-23T16:49:16.812913
73.46,POSITIVE,Despite the excitement there are also valid concerns regarding the ethical implications of increasingly powerful LLMs Issues such as bias in training data the potential for misuse and the societal impact of automation need careful consideration and responsible development practices,2025-03-23T16:49:16.900896
68.94,NEGATIVE,The performance of distributed systems is heavily influenced by network topology Choosing the right network structure is crucial for ensuring scalability reliability and efficient communication between components especially in demanding applications like distributed LLM inference,2025-03-23T16:49:16.980256
94.68,NEGATIVE,While Docker Swarm offers built in mesh networking for service discovery it is important to be aware of potential performance overhead associated with mesh topologies in certain scenarios Careful monitoring and performance testing are recommended to optimize Swarm deployments,2025-03-23T16:49:17.091833
161.53,POSITIVE,Timothee Lacroix CTO of Mistral discussed exploring the latency throughput and cost space for LLM inference highlighting the importance of optimizing these factors for practical LLM deployments Understanding these trade offs is crucial for real world applications,2025-03-23T16:49:17.262377
71.54,NEGATIVE,The newly created Docker Swarm cluster exhibited surprisingly poor performance with significant lag observed when interacting with the cluster management interface particularly through Portainer indicating potential architectural bottlenecks,2025-03-23T16:49:17.357062
144.30,NEGATIVE,Bash one liners and even more complex scripts can be effectively leveraged for various IT automation tasks and advanced large language models can even assist in generating these scripts for system reliability engineering and other domains,2025-03-23T16:49:17.525522
80.30,POSITIVE,In a distributed topology a common architecture involves deploying application components across multiple geographically dispersed remote sites enhancing resilience and proximity to end users,2025-03-23T16:49:17.628413
69.45,POSITIVE,Generating custom bash scripts using sophisticated 70B parameter LLMs integrated directly into the shell environment represents a cutting edge approach to automating and streamlining system administration and development workflows,2025-03-23T16:49:17.716833
77.34,POSITIVE,Understanding the intricate interplay between latency throughput and cost is paramount when deploying large language models for inference in production environments demanding careful optimization and resource management,2025-03-23T16:49:17.811223
111.31,NEGATIVE,Testing latency for repeated query,2025-03-23T16:49:17.933362
40.08,NEGATIVE,Another latency measurement for consistency check,2025-03-23T16:49:17.992201
79.69,NEGATIVE,Measuring latency under slightly different input,2025-03-23T16:49:18.086183
65.35,NEGATIVE,Latency test with input variation number ${i},2025-03-23T16:49:18.167475
52.00,NEGATIVE,Run ${i} of latency measurement series,2025-03-23T16:49:18.240695
162.20,NEGATIVE,This is a very long sentence designed to test the latency impact of input text length on the LLM inference service We are exploring how the length of the input affects the processing time and overall performance This paragraph is intentionally extended to simulate scenarios where the model needs to handle more substantial amounts of textual data for sentiment analysis We will analyze the latency measurements for these long inputs in comparison to shorter sentences to determine if there is a significant correlation between input length and inference time  Understanding this relationship is crucial for optimizing the service and predicting performance under varying workloads,2025-03-23T16:49:18.431010
67.52,NEGATIVE,This movie felt like the inside of my head,2025-03-23T16:49:18.515181
146.17,NEGATIVE,Bad cheesy acting dumb ending,2025-03-23T16:49:18.676132
99.51,NEGATIVE,Plot is interesting but its not even worth a watch,2025-03-23T16:49:18.793995
71.51,NEGATIVE,It was so terribly made,2025-03-23T16:49:18.881557
53.27,NEGATIVE,Nothing is explained,2025-03-23T16:49:18.949235
64.17,NEGATIVE,The whole journey is pointless,2025-03-23T16:49:19.024079
53.72,POSITIVE,Never seen anyone miss the point so bad,2025-03-23T16:49:19.089515
63.62,NEGATIVE,It was almost admirable how bad they missed it,2025-03-23T16:49:19.171318
50.50,POSITIVE,A movie that has terrible reviews but you enjoy anyway,2025-03-23T16:49:19.236127
60.80,NEGATIVE,What popular film do you think is a complete waste of time,2025-03-23T16:49:19.310158
76.29,NEGATIVE,A movie so terrible you would never waste your time again,2025-03-23T16:49:19.405588
113.38,NEGATIVE,What movie do you think is horrible and overrated,2025-03-23T16:49:19.547776
100.54,NEGATIVE,When I love a movie so much and see negative reviews,2025-03-23T16:49:19.675271
117.67,NEGATIVE,I stop liking it,2025-03-23T16:49:19.805685
70.82,NEGATIVE,Start to feel as if its mediocre,2025-03-23T16:49:19.889294
61.93,NEGATIVE,How do I stop this,2025-03-23T16:49:19.963707
47.98,NEGATIVE,What puts you in a terrible mood,2025-03-23T16:49:20.037060
126.12,NEGATIVE,Its something as non essential,2025-03-23T16:49:20.181994
43.23,NEGATIVE,Actually a horrible explanation,2025-03-23T16:49:20.244740
41.80,NEGATIVE,Felt like the inside of my head,2025-03-23T16:49:20.301673
135.88,NEGATIVE,World of non stop news most of it bad,2025-03-23T16:49:20.453265
46.04,NEGATIVE,How is a person like me,2025-03-23T16:49:20.510510
52.08,NEGATIVE,Trouble understanding everything,2025-03-23T16:49:20.580851
50.24,NEGATIVE,Bad acting,2025-03-23T16:49:20.648937
46.23,NEGATIVE,Dumb ending,2025-03-23T16:49:20.711073
42.45,NEGATIVE,Terribly made,2025-03-23T16:49:20.766378
40.61,NEGATIVE,Not even worth a watch,2025-03-23T16:49:20.822025
34.70,NEGATIVE,Nothing explained,2025-03-23T16:49:20.867334
71.91,NEGATIVE,Pointless journey,2025-03-23T16:49:20.951625
34.61,NEGATIVE,Missed the point so bad,2025-03-23T16:49:21.005062
57.18,NEGATIVE,Almost admirable how bad,2025-03-23T16:49:21.077648
148.19,POSITIVE,Terrible reviews but you enjoy anyway,2025-03-23T16:49:21.241043
40.28,POSITIVE,I absolutely promise not to waste your time,2025-03-23T16:49:21.292624
75.00,POSITIVE,Piece them together with commentary,2025-03-23T16:49:21.383585
110.18,POSITIVE,Make my full reviews here on Medium,2025-03-23T16:49:21.503783
63.76,NEGATIVE,Before they go anywhere else,2025-03-23T16:49:21.579671
86.83,POSITIVE,Enjoyed every minute,2025-03-23T16:49:21.679094
50.32,POSITIVE,Exceeded my expectations,2025-03-23T16:49:21.743697
55.33,POSITIVE,Incredibly friendly and helpful staff,2025-03-23T16:49:21.810740
68.89,POSITIVE,Highly recommend it to everyone,2025-03-23T16:49:21.892283
41.87,POSITIVE,Truly wonderful experience,2025-03-23T16:49:21.948773
78.44,POSITIVE,Extremely satisfied with my purchase,2025-03-23T16:49:22.050692
69.57,POSITIVE,Great value for money,2025-03-23T16:49:22.133431
49.54,POSITIVE,Definitely be returning,2025-03-23T16:49:22.191232
104.57,POSITIVE,Top notch overall experience,2025-03-23T16:49:22.303835
63.77,POSITIVE,Truly exceptional work,2025-03-23T16:49:22.375144
68.59,NEGATIVE,Regretted wasting my time watching it,2025-03-23T16:49:22.474472
66.05,POSITIVE,Far below my expectations,2025-03-23T16:49:22.559073
96.47,NEGATIVE,Awful food rude staff,2025-03-23T16:49:22.670109
39.13,NEGATIVE,Terrible experience all around,2025-03-23T16:49:22.724992
61.64,NEGATIVE,Complete waste of money,2025-03-23T16:49:22.804733
46.14,NEGATIVE,Do not buy it,2025-03-23T16:49:22.860885
96.39,NEGATIVE,Extremely poor quality,2025-03-23T16:49:22.970814
50.69,NEGATIVE,Disaster from beginning to end,2025-03-23T16:49:23.029623
177.43,NEGATIVE,Awful and frustrating,2025-03-23T16:49:23.217896
94.61,NEGATIVE,Extremely dissatisfied,2025-03-23T16:49:23.329200
78.70,NEGATIVE,Never purchase again,2025-03-23T16:49:23.415516
71.97,NEGATIVE,Terrible quality outrageous price,2025-03-23T16:49:23.516427
45.57,NEGATIVE,No value for money,2025-03-23T16:49:23.596137
83.36,NEGATIVE,Strongly advise everyone to avoid,2025-03-23T16:49:23.706643
99.64,NEGATIVE,Unpleasant atmosphere,2025-03-23T16:49:23.821498
183.11,NEGATIVE,Incredibly disappointing experience,2025-03-23T16:49:24.022336
55.37,NEGATIVE,Completely unacceptable work,2025-03-23T16:49:24.087287
79.11,NEGATIVE,Unprofessional result,2025-03-23T16:49:24.180516
54.05,NEGATIVE,While the visuals were stunning the story just didnt grab me at all,2025-03-23T16:49:24.249123
80.61,NEGATIVE,I wanted to love this film but it ended up being quite a letdown in the end,2025-03-23T16:49:24.341613
